index,product_smiles,ground_truth_reactants,predicted_reactants_chemllm_20b_gguf,exact_match_chemllm_20b_gguf,core_exact_match_chemllm_20b_gguf,valid_chemllm_20b_gguf,predicted_reactants_cot_no_rag,exact_match_cot_no_rag,core_exact_match_cot_no_rag,valid_cot_no_rag,predicted_reactants_hybrid_rag_rerank,exact_match_hybrid_rag_rerank,core_exact_match_hybrid_rag_rerank,valid_hybrid_rag_rerank,predicted_reactants_rag_cot,exact_match_rag_cot,core_exact_match_rag_cot,valid_rag_cot,predicted_reactants_reactiont5v2,exact_match_reactiont5v2,core_exact_match_reactiont5v2,valid_reactiont5v2
79,Cc1cc(-c2ccc(F)c(F)c2)c2c(c1)cc1n2CCNC1=O,Cc1cc(Br)c2c(c1)cc1n2CCNC1=O.OB(O)c1ccc(F)c(F)c1,Cc1cc(-c2ccc(F)c(F)c2)c2c(c1)cc1n2CCN(C(=O)OC(C)(C)C)C1=O,False,False,True,Cc1cccc(C(=O)c2ccc(F)c(F)c2)c1.NCCN,False,False,True,Cc1cc(Br)c2c(c1)cc1n2CCNC1=O.OB(O)c1ccc(F)c(F)c1,True,True,True,Cc1cc(Br)c2c(c1)cc1n2CCNC1=O.OBOc1ccc(F)c(F)c1,False,False,True,Cc1cc(Br)c2c(c1)cc1n2CCNC1=O.OB(O)c1ccc(F)c(F)c1,True,True,True
80,Cc1cc(Br)c(C)c2c1SCCC2O,Cc1cc(Br)c(C)c2c1SCCC2=O,Cc1cc(Br)c(C)c2c1SCCC2=O,True,True,True,Cc1c(Br)cc(C)c2sccc12.OCCCOBr,False,False,True,Cc1cc(Br)c(C)c2c1SCCC2=O,True,True,True,Cc1cc(Br)c(C)c2c1SCCC2=O.[BH4-].[Na+],False,True,True,Cc1cc(Br)c(C)c2c1SCCC2=O,True,True,True
81,COC(=O)c1nc(C)sc1-c1ccc(C)c(F)c1F,COC(=O)C(=O)C(Cl)c1ccc(C)c(F)c1F.CC(N)=S,,False,False,False,COC(=O)c1nc(C)sc1Br.Cc1ccc(OBO)c(F)c1F,False,False,True,CC(N)=S.COC(=O)C(=O)C(Cl)c1ccc(C)c(F)c1F,True,True,True,CO.Cc1nc(C(=O)O)c(-c2ccc(C)c(F)c2F)s1,False,False,True,CC(N)=S.COC(=O)C(=O)C(Cl)c1ccc(C)c(F)c1F,True,True,True
82,CC(C)(C)OC(=O)c1nc(N2CCc3cccc(C(=O)Nc4nc5ccccc5s4)c3C2)ccc1CCCOc1ccnc(Cl)c1,CC(C)(C)OC(=O)c1nc(N2CCc3cccc(C(=O)Nc4nc5ccccc5s4)c3C2)ccc1CCCI.Oc1ccnc(Cl)c1,,False,False,False,O=C(O)c1cccc2c1CNCC2.Nc1nc2ccccc2s1,False,False,True,CC(C)(C)OC(=O)c1nc(N2CCc3cccc(C(=O)Nc4nc5ccccc5s4)c3C2)ccc1CCCO.Oc1ccnc(Cl)c1,False,False,True,,False,False,False,CC(C)(C)OC(=O)c1nc(N2CCc3cccc(C(=O)Nc4nc5ccccc5s4)c3C2)ccc1CCCO.Oc1ccnc(Cl)c1,False,False,True
83,C[C@H]1C[C@H](N2CCCC2)CCN1,C[C@H]1C[C@H](N2CCCC2)CCN1C(=O)OC(C)(C)C,CC1CCN(C2CC2)CC1,False,False,True,C[C@H]1CC(CBr)CCN1.C1CCNC1,False,False,True,C[C@H]1C[C@H](N2CCCC2)CCN1C(=O)OC(C)(C)C,True,True,True,C[C@H]1C[C@H](Cl)CCN1.C1CCNC1,False,False,True,C[C@H]1C[C@H](N2CCCC2)CCN1C(=O)OC(C)(C)C,True,True,True
84,O=C1Nc2ccccc2C1=Cc1cccs1,O=Cc1cccs1.O=C1Cc2ccccc2N1,,False,False,False,O=C(O)c1cccs1.Nc1ccc(C=O)cc1,False,False,True,C1CCNCC1.O=C1Cc2ccccc2N1.O=Cc1cccs1,False,False,True,O=C1Cc2ccccc2N1.O=Cc1cccs1,True,True,True,O=C1Cc2ccccc2N1.O=Cc1cccs1,True,True,True
85,O=[N+]([O-])c1ccc(-c2ccc(Cn3cc4nc(-c5cccc(F)c5F)nc-4cn3)cn2)c(C(F)(F)F)c1,O=[N+]([O-])c1ccc(-c2ccc(CBr)cn2)c(C(F)(F)F)c1.Fc1cccc(-c2nc3cn[nH]cc-3n2)c1F,,False,False,False,,False,False,False,Fc1cccc(-c2nc3cn[nH]cc-3n2)c1F.O=[N+]([O-])c1ccc(-c2ccc(CBr)cn2)c(C(F)(F)F)c1,True,True,True,O=[N+]([O-])c1ccc(Br)c(C(F)(F)F)c1.OBOc1ccc(Cn2cc3nc(-c4cccc(F)c4F)nc-3cn2)cn1,False,False,True,Fc1cccc(-c2nc3cn[nH]cc-3n2)c1F.O=[N+]([O-])c1ccc(-c2ccc(CBr)cn2)c(C(F)(F)F)c1,True,True,True
86,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(C#CCN(C)C)n3S(=O)(=O)c2ccccc2)c1F,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(I)n3S(=O)(=O)c2ccccc2)c1F.C#CCN(C)C,,False,False,False,CCCS(=O)(=O)Cl.CN(C)CC#Cc1cc2cc(NC(=O)c3c(F)ccc(N)c3F)cnc2n1S(=O)(=O)c1ccccc1,False,False,True,C#CCN(C)C.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(I)n3S(=O)(=O)c2ccccc2)c1F,True,True,True,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)O)c1F.CN(C)CC#Cc1cc2cc(N)cnc2n1S(=O)(=O)c1ccccc1,False,False,True,C#CCN(C)C.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3c(c2)cc(I)n3S(=O)(=O)c2ccccc2)c1F,True,True,True
87,Nc1nc(Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)cc(C2CCCN(C(=O)OCc3ccccc3)C2)n1,Nc1nc(Cl)cc(C2CCCN(C(=O)OCc3ccccc3)C2)n1.Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,,False,False,False,Nc1nc(Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)cc(C2CCCNC2)n1.O=C(Cl)OCc1ccccc1,False,False,True,Nc1nc(Cl)cc(C2CCCN(C(=O)OCc3ccccc3)C2)n1.Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,True,True,True,Nc1nc(Cl)cc(Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)n1.O=C(OCc1ccccc1)N1CCCC(B(O)O)C1,False,False,True,Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1.Nc1nc(Cl)cc(C2CCCN(C(=O)OCc3ccccc3)C2)n1,True,True,True
88,CSCc1cccc(N2CCN(c3cc4nc5c(cc4cc3F)c(=O)c(C(=O)O)cn5C)CC2)c1,Cn1cc(C(=O)O)c(=O)c2cc3cc(F)c(F)cc3nc21.CSCc1cccc(N2CCNCC2)c1,,False,False,False,CSc1ccc(I)cc1.Cn1cc(C(=O)O)c(=O)c2cc3cc(F)c(N4CCNCC4)cc3nc21,False,False,True,CSCc1cccc(N2CCNCC2)c1.Cn1cc(C(=O)O)c(=O)c2cc3cc(F)c(F)cc3nc21,True,True,True,CSCc1ccc(Cl)cc1.Cn1cc(C(=O)O)c(=O)c2cc3cc(F)c(N4CCNCC4)cc3nc21,False,False,True,CSCc1cccc(N2CCNCC2)c1.Cn1cc(C(=O)O)c(=O)c2cc3cc(F)c(F)cc3nc21,True,True,True
89,N=C(N)NN=C(C=Cc1ccc2ccccc2c1)C=Cc1ccc2ccccc2c1,O=C(C=Cc1ccc2ccccc2c1)C=Cc1ccc2ccccc2c1.N=C(N)NN,N=C(N)NN=C(C=Cc1ccc2ccccc2c1)C=Cc1ccc2ccccc2c1,False,False,True,N=C(N)N.O=CC=Cc1ccc2ccccc2c1,False,False,True,N=C(N)NN.O=C(C=Cc1ccc2ccccc2c1)C=Cc1ccc2ccccc2c1,True,True,True,N=C(N)NN.O=C(C=Cc1ccc2ccccc2c1)C=Cc1ccc2ccccc2c1,True,True,True,N=C(N)NN.O=C(C=Cc1ccc2ccccc2c1)C=Cc1ccc2ccccc2c1,True,True,True
90,COC(=O)c1ncc2c(cc(CCc3ccccc3)c(=O)n2Cc2ccccc2)c1O,COC(=O)c1ncc2c(cc(C#Cc3ccccc3)c(=O)n2Cc2ccccc2)c1O,COC(=O)c1ncc2c(cc(CCc3ccccc3)c(=O)n2Cc2ccccc2)c1O,False,False,True,COC(=O)c1ncc2[nH]c(=O)c(CCc3ccccc3)cc2c1O.BrCc1ccccc1,False,False,True,COC(=O)c1ncc2c(cc(C#Cc3ccccc3)c(=O)n2Cc2ccccc2)c1O,True,True,True,COC(=O)c1ncc2c(cc(C#Cc3ccccc3)c(=O)n2Cc2ccccc2)c1O,True,True,True,COC(=O)c1ncc2c(cc(C#Cc3ccccc3)c(=O)n2Cc2ccccc2)c1O,True,True,True
91,COc1ccc(Cl)cc1C(=O)NCCc1ccc(-c2ccc(OC(C)(C)CO)cc2)cc1,CCOC(=O)C(C)(C)Oc1ccc(-c2ccc(CCNC(=O)c3cc(Cl)ccc3OC)cc2)cc1,,False,False,False,COc1ccc(Cl)cc1C(=O)Cl.CC(C)(CO)Oc1ccc(-c2ccc(CCN)cc2)cc1,False,False,True,CCOC(=O)C(C)(C)Oc1ccc(-c2ccc(CCNC(=O)c3cc(Cl)ccc3OC)cc2)cc1,True,True,True,COc1ccc(Cl)cc1C(=O)O.CC(C)(CO)Oc1ccc(-c2ccc(CCN)cc2)cc1,False,False,True,CCOC(=O)C(C)(C)Oc1ccc(-c2ccc(CCNC(=O)c3cc(Cl)ccc3OC)cc2)cc1,True,True,True
92,CC(C)OC(=O)N1CCC(n2ncc(COc3ccc(-n4cnnn4)nc3)n2)CC1,CC(C)OC(=O)Cl.c1cc(-n2cnnn2)ncc1OCc1cnn(C2CCNCC2)n1,,False,False,False,c1cc(-n2cnnn2)ncc1OCc1cnn(C2CCNCC2)n1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,False,False,True,CC(C)OC(=O)N1CCC(n2ncc(CCl)n2)CC1.Oc1ccc(-n2cnnn2)nc1,False,False,True,CC(C)OC(=O)Cl.BrCc1cnn(C2CCNCC2)n1.c1ccc(-n2cnnn2)nc1,False,False,True,CC(C)OC(=O)Cl.c1cc(-n2cnnn2)ncc1OCc1cnn(C2CCNCC2)n1,True,True,True
93,C#Cc1cccc(Nc2ncnc3cc(OC)c(O)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OC)c(OC(C)=O)cc23)c1,,False,False,False,C#Cc1ccc(N)cc1.COc1cc2ncnc(Cl)c2cc1O,False,False,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OC(C)=O)cc23)c1.Cl,False,True,True,C#Cc1cccc(N)c1.COc1cc2ncnc(Cl)c2cc1O,False,False,True,C#Cc1cccc(Nc2ncnc3cc(OC)c(OC(C)=O)cc23)c1,True,True,True
94,CC(C)(C)OC(=O)N1C[C@@H](O)C(I)=C[C@H]1CO[Si](C)(C)C(C)(C)C,CC(C)(C)OC(=O)N1CC(=O)C(I)=C[C@H]1CO[Si](C)(C)C(C)(C)C,CC(C)(C)OC(=O)N1C[C@@H](O)C(I)=C[C@H]1CO.C[SiH2]C,False,False,True,CC(C)(C)OC(=O)Cl.CC(C)(C)[Si](C)(C)OC[C@@H]1C=C(I)[C@H](O)CN1,False,False,True,CC(C)(C)OC(=O)N1CC(=O)C(I)=C[C@H]1CO[Si](C)(C)C(C)(C)C.CC1=C[C@@H](CO[Si](C)(C)C(C)(C)C)N(C(=O)OC(C)(C)C)C[C@H]1O,False,False,True,CC(C)(C)OC(=O)N1C[C@@H](O)C=C[C@H]1CO[Si](C)(C)C(C)(C)C.II,False,False,True,CC(C)(C)OC(=O)N1CC(=O)C(I)=C[C@H]1CO[Si](C)(C)C(C)(C)C.CC1=C[C@@H](CO[Si](C)(C)C(C)(C)C)N(C(=O)OC(C)(C)C)C[C@H]1O,False,False,True
95,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3F)nc2C)ccc1O,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3F)nc2C)ccc1O[Si](C)(C)C(C)(C)C,,False,False,False,,False,False,False,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3F)nc2C)ccc1O[Si](C)(C)C(C)(C)C,True,True,True,Cc1cc(S)ccc1O.Cc1nc(-c2ccc(C(F)(F)F)cc2F)sc1CBr,False,False,True,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3F)nc2C)ccc1O[Si](C)(C)C(C)(C)C,True,True,True
96,CC(C)(C)OC(=O)N[C@@H]1CCN(C(=O)OCc2ccccc2)C[C@H]1O,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N[C@@H]1CCN(C(=O)OCc2ccccc2)C[C@H]1O,CC(C)(C)OC(=O)N[C@@H]1CCNC[C@H]1O,False,False,True,O[C@@H]1CCCCN1.CC(C)(C)OC(=O)Cl.O=C(Cl)OCc1ccccc1,False,False,True,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N[C@@H]1CCN(C(=O)OCc2ccccc2)C[C@H]1O,True,True,True,CC(C)(C)OC(=O)N[C@@H]1CCNCC[C@H]1O.O=C(Cl)OCc1ccccc1,False,False,True,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N[C@@H]1CCN(C(=O)OCc2ccccc2)C[C@H]1O,True,True,True
97,CCC(=O)N(c1ccccc1)C1CCCN(Cc2ccccc2)C1,CCC(=O)Cl.c1ccc(CN2CCCC(Nc3ccccc3)C2)cc1,CCC(=O)Nc1ccccc1.c1ccc(NCC2CCCCN2)cc1,False,False,True,CCC(=O)Cl.c1ccc(CN2CCCC(Nc3ccccc3)C2)cc1,True,True,True,CCC(=O)Cl.c1ccc(CN2CCCC(Nc3ccccc3)C2)cc1,True,True,True,CCC(=O)Cl.c1ccc(CN2CCCC(Nc3ccccc3)C2)cc1,True,True,True,CCC(=O)Cl.c1ccc(CN2CCCC(Nc3ccccc3)C2)cc1,True,True,True
98,C=CCN1c2ccc3nc(OC(C)C)cc(C(F)(F)F)c3c2OC[C@H]1CC,C=CCBr.CC[C@@H]1COc2c(ccc3nc(OC(C)C)cc(C(F)(F)F)c23)N1,,False,False,False,C=CCBr.CC(C)Oc1cc(C(F)(F)F)c2c(OC[C@H]3CCN3)cccc2n1,False,False,True,C=CCBr.CC[C@@H]1COc2c(ccc3nc(OC(C)C)cc(C(F)(F)F)c23)N1,True,True,True,C=CCN1c2ccc3nc(O)cc(C(F)(F)F)c3c2OC[C@H]1CC.CC(C)Br,False,False,True,C=CCBr.CC[C@@H]1COc2c(ccc3nc(OC(C)C)cc(C(F)(F)F)c23)N1,True,True,True
99,COc1nc2cc(Cl)ccc2nc1N1CCN(C)CC1,COc1nc2cc(Cl)ccc2nc1Cl.CN1CCNCC1,,False,False,False,COc1nc2cc(Cl)ccc2nc1Cl.CN1CCNCC1,True,True,True,CN1CCNCC1.COc1nc2cc(Cl)ccc2nc1Cl,True,True,True,COc1nc2cc(Cl)ccc2nc1Cl.CN1CCNCC1,True,True,True,CN1CCNCC1.COc1nc2cc(Cl)ccc2nc1Cl,True,True,True
